,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
1,0022300210,1610612743,Denver,Nuggets,DEN,nuggets,240:00,113.4,112.4,125.5,124.7,-12.1,-12.4,0.59,1.77,18.0,0.234,0.7,0.448,13.525,13.4,0.561,0.592,1.0,0.198,96.28,97.0,80.83,97.0,0.408
0,0022300211,1610612761,Toronto,Raptors,TOR,raptors,240:00,128.2,134.0,104.2,107.6,24.0,26.3,0.8,5.5,26.4,0.34,0.776,0.549,7.223,7.5,0.608,0.619,1.0,0.196,109.58,105.5,87.92,106.0,0.634
1,0022300211,1610612765,Detroit,Pistons,DET,pistons,240:00,104.2,107.6,128.2,134.0,-24.0,-26.3,0.641,1.47,17.8,0.224,0.66,0.451,15.683,16.2,0.524,0.574,1.0,0.198,109.58,105.5,87.92,105.0,0.366
0,0022300212,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,114.8,114.1,131.3,134.4,-16.5,-20.2,0.561,2.3,17.4,0.294,0.667,0.469,10.158,10.1,0.534,0.568,1.0,0.199,98.34,97.5,81.25,99.0,0.428
1,0022300212,1610612758,Sacramento,Kings,SAC,kings,240:00,131.3,134.4,114.8,114.1,16.5,20.2,0.708,2.62,23.2,0.333,0.706,0.531,13.233,13.5,0.628,0.65,1.0,0.196,98.34,97.5,81.25,96.0,0.572
0,0022300213,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,103.7,106.4,106.3,108.5,-2.5,-2.1,0.757,2.55,20.2,0.31,0.696,0.481,11.411,11.7,0.479,0.503,1.0,0.196,96.2,94.0,78.33,94.0,0.474
1,0022300213,1610612738,Boston,Celtics,BOS,celtics,240:00,106.3,108.5,103.7,106.4,2.5,2.1,0.571,1.18,16.0,0.304,0.69,0.519,17.708,18.1,0.532,0.58,1.0,0.202,96.2,94.0,78.33,94.0,0.526
0,0022300214,1610612762,Utah,Jazz,UTA,jazz,290:00,113.1,118.1,116.2,120.7,-3.1,-2.6,0.563,1.42,15.4,0.486,0.691,0.576,15.692,16.4,0.483,0.531,1.0,0.197,99.94,96.0,80.0,116.0,0.444
1,0022300214,1610612756,Phoenix,Suns,PHX,suns,290:00,116.2,120.7,113.1,118.1,3.1,2.6,0.72,2.0,21.5,0.309,0.514,0.424,14.945,15.5,0.578,0.617,1.0,0.196,99.94,96.0,80.0,116.0,0.556
0,0022300215,1610612757,Portland,Trail Blazers,POR,blazers,240:00,90.8,95.8,140.8,141.1,-50.0,-45.3,0.618,1.11,15.6,0.352,0.625,0.453,18.955,20.0,0.453,0.483,1.0,0.194,97.7,95.0,79.17,95.0,0.282
1,0022300215,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,140.8,141.1,90.8,95.8,50.0,45.3,0.571,1.56,21.0,0.375,0.648,0.547,18.916,18.9,0.741,0.769,1.0,0.198,97.7,95.0,79.17,95.0,0.718
0,0022300216,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,101.2,107.1,103.6,106.1,-2.4,1.0,0.667,1.44,18.6,0.348,0.791,0.562,17.348,18.4,0.506,0.548,1.0,0.195,102.08,98.0,81.67,98.0,0.521
1,0022300216,1610612745,Houston,Rockets,HOU,rockets,240:00,103.6,106.1,101.2,107.1,2.4,-1.0,0.854,1.94,24.8,0.209,0.652,0.438,17.928,18.4,0.571,0.588,1.0,0.197,102.08,98.0,81.67,98.0,0.479
0,0022300217,1610612766,Charlotte,Hornets,CHA,hornets,265:00,112.6,113.1,104.1,108.3,8.4,4.8,0.63,2.23,18.9,0.345,0.712,0.53,12.095,12.1,0.505,0.543,1.0,0.201,99.98,97.81,81.51,107.0,0.561
1,0022300217,1610612738,Boston,Celtics,BOS,celtics,265:00,104.1,108.3,112.6,113.1,-8.4,-4.8,0.452,1.27,13.3,0.288,0.655,0.47,13.237,13.8,0.515,0.54,1.0,0.195,99.98,97.81,81.51,109.0,0.439
0,0022300218,1610612765,Detroit,Pistons,DET,pistons,240:00,103.6,106.2,107.8,108.1,-4.2,-1.9,0.583,1.17,16.0,0.267,0.74,0.516,18.101,18.6,0.488,0.557,1.0,0.197,99.34,98.0,81.67,97.0,0.444
1,0022300218,1610612743,Denver,Nuggets,DEN,nuggets,240:00,107.8,108.1,103.6,106.2,4.2,1.9,0.75,2.14,21.4,0.26,0.733,0.484,14.107,14.1,0.523,0.556,1.0,0.198,99.34,98.0,81.67,99.0,0.556
0,0022300219,1610612764,Washington,Wizards,WAS,wizards,240:00,125.4,125.2,134.8,137.9,-9.4,-12.6,0.527,7.25,21.2,0.111,0.524,0.31,3.89,3.9,0.606,0.621,1.0,0.197,104.08,103.0,85.83,103.0,0.439
1,0022300219,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,134.8,137.9,125.4,125.2,9.4,12.6,0.6,2.2,21.4,0.476,0.889,0.69,14.242,14.6,0.644,0.668,1.0,0.196,104.08,103.0,85.83,103.0,0.561
0,0022300220,1610612741,Chicago,Bulls,CHI,bulls,240:00,108.6,108.7,125.8,128.3,-17.2,-19.6,0.568,1.91,17.5,0.182,0.721,0.448,11.951,12.0,0.525,0.568,1.0,0.198,92.92,92.0,76.67,92.0,0.418
1,0022300220,1610612748,Miami,Heat,MIA,heat,240:00,125.8,128.3,108.6,108.7,17.2,19.6,0.738,3.1,23.2,0.279,0.818,0.552,10.661,10.9,0.601,0.636,1.0,0.195,92.92,92.0,76.67,92.0,0.582
0,0022300221,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,115.7,118.2,100.0,100.0,15.7,18.2,0.732,2.14,21.7,0.205,0.672,0.476,13.85,14.1,0.581,0.622,1.0,0.196,100.52,99.5,82.92,99.0,0.624
1,0022300221,1610612752,New York,Knicks,NYK,knicks,240:00,100.0,100.0,115.7,118.2,-15.7,-18.2,0.5,1.6,12.0,0.328,0.795,0.524,10.004,10.0,0.397,0.467,1.0,0.2,100.52,99.5,82.92,100.0,0.376
0,0022300222,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,125.0,129.0,91.6,93.0,33.4,36.0,0.76,3.17,25.1,0.364,0.783,0.606,11.623,12.0,0.609,0.637,1.0,0.198,102.4,100.0,83.33,100.0,0.709
1,0022300222,1610612758,Sacramento,Kings,SAC,kings,240:00,91.6,93.0,125.0,129.0,-33.4,-36.0,0.818,2.08,19.6,0.217,0.636,0.394,12.8,13.0,0.443,0.477,1.0,0.201,102.4,100.0,83.33,100.0,0.291
0,0022300223,1610612759,San Antonio,Spurs,SAS,spurs,240:00,99.8,100.0,120.4,122.8,-20.5,-22.8,0.59,1.44,17.0,0.241,0.706,0.467,16.136,16.2,0.489,0.515,1.0,0.2,101.08,100.0,83.33,99.0,0.367
1,0022300223,1610612746,LA,Clippers,LAC,clippers,240:00,120.4,122.8,99.8,100.0,20.5,22.8,0.667,4.29,21.0,0.294,0.759,0.533,6.796,6.9,0.537,0.585,1.0,0.198,101.08,100.0,83.33,101.0,0.633
0,0022300224,1610612744,Golden State,Warriors,GSW,warriors,240:00,132.2,128.7,120.4,122.1,11.8,6.6,0.722,3.25,20.7,0.182,0.685,0.459,8.741,8.5,0.604,0.661,1.0,0.201,93.94,94.5,78.75,94.0,0.522
1,0022300224,1610612745,Houston,Rockets,HOU,rockets,240:00,120.4,122.1,132.2,128.7,-11.8,-6.6,0.636,3.5,20.1,0.315,0.818,0.541,8.302,8.4,0.532,0.561,1.0,0.196,93.94,94.5,78.75,95.0,0.478
0,0022300225,1610612766,Charlotte,Hornets,CHA,hornets,240:00,114.4,117.0,109.7,112.9,4.7,4.1,0.628,2.08,19.3,0.264,0.741,0.505,12.715,13.0,0.56,0.584,1.0,0.198,103.08,100.5,83.75,100.0,0.517
1,0022300225,1610612764,Washington,Wizards,WAS,wizards,240:00,109.7,112.9,114.4,117.0,-4.7,-4.1,0.591,2.6,18.5,0.259,0.736,0.495,9.623,9.9,0.51,0.543,1.0,0.198,103.08,100.5,83.75,101.0,0.483
0,0022300226,1610612753,Orlando,Magic,ORL,magic,240:00,130.3,130.5,122.4,124.0,7.9,6.6,0.614,2.25,20.3,0.342,0.577,0.478,12.605,12.6,0.605,0.658,1.0,0.2,96.22,95.5,79.58,95.0,0.562
1,0022300226,1610612743,Denver,Nuggets,DEN,nuggets,240:00,122.4,124.0,130.3,130.5,-7.9,-6.6,0.659,2.42,20.2,0.423,0.658,0.522,12.341,12.5,0.554,0.582,1.0,0.196,96.22,95.5,79.58,96.0,0.438
0,0022300227,1610612737,Atlanta,Hawks,ATL,hawks,265:00,121.7,126.7,123.3,125.0,-1.6,1.7,0.471,1.71,14.4,0.431,0.607,0.516,11.593,12.1,0.517,0.571,1.0,0.198,107.92,105.06,87.55,116.0,0.506
1,0022300227,1610612751,Brooklyn,Nets,BKN,nets,265:00,123.3,125.0,121.7,126.7,1.6,-1.7,0.509,1.75,16.7,0.393,0.569,0.484,13.61,13.8,0.553,0.587,1.0,0.198,107.92,105.06,87.55,116.0,0.494
0,0022300228,1610612738,Boston,Celtics,BOS,celtics,240:00,116.1,117.8,111.0,113.7,5.1,4.1,0.614,1.8,20.2,0.143,0.702,0.465,14.637,14.9,0.625,0.65,1.0,0.199,103.48,101.5,84.58,101.0,0.541
1,0022300228,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,111.0,113.7,116.1,117.8,-5.1,-4.1,0.511,2.56,16.4,0.298,0.857,0.535,8.614,8.8,0.51,0.535,1.0,0.199,103.48,101.5,84.58,102.0,0.459
0,0022300229,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,100.9,100.0,130.0,137.2,-29.1,-37.2,0.694,1.32,19.7,0.227,0.644,0.438,19.966,19.8,0.558,0.577,1.0,0.2,97.2,95.0,79.17,96.0,0.372
1,0022300229,1610612748,Miami,Heat,MIA,heat,240:00,130.0,137.2,100.9,100.0,29.1,37.2,0.652,2.5,21.5,0.356,0.773,0.562,12.092,12.8,0.636,0.663,1.0,0.196,97.2,95.0,79.17,94.0,0.628
0,0022300230,1610612754,Indiana,Pacers,IND,pacers,240:00,121.3,123.6,120.9,123.4,0.4,0.2,0.66,2.2,22.6,0.19,0.614,0.407,13.884,14.2,0.648,0.668,1.0,0.198,108.62,106.5,88.75,106.0,0.495
1,0022300230,1610612761,Toronto,Raptors,TOR,raptors,240:00,120.9,123.4,121.3,123.6,-0.4,-0.2,0.542,1.37,17.5,0.386,0.81,0.593,17.399,17.8,0.594,0.64,1.0,0.195,108.62,106.5,88.75,107.0,0.505
0,0022300231,1610612745,Houston,Rockets,HOU,rockets,240:00,109.0,114.4,93.4,92.9,15.6,21.6,0.55,3.14,16.9,0.204,0.782,0.495,6.876,7.2,0.511,0.551,1.0,0.197,99.6,97.5,81.25,97.0,0.605
1,0022300231,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,93.4,92.9,109.0,114.4,-15.6,-21.6,0.63,1.89,13.8,0.218,0.796,0.505,9.24,9.2,0.372,0.467,1.0,0.201,99.6,97.5,81.25,98.0,0.395
0,0022300232,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,109.2,115.5,99.8,102.1,9.4,13.4,0.651,2.15,19.9,0.308,0.655,0.491,12.676,13.4,0.539,0.562,1.0,0.195,100.88,97.0,80.83,97.0,0.583
1,0022300232,1610612755,Philadelphia,76ers,PHI,sixers,240:00,99.8,102.1,109.2,115.5,-9.4,-13.4,0.618,1.4,15.4,0.345,0.692,0.509,15.121,15.5,0.431,0.494,1.0,0.198,100.88,97.0,80.83,97.0,0.417
0,0022300233,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,116.7,118.2,108.3,112.0,8.4,6.2,0.561,2.3,16.9,0.306,0.804,0.547,9.972,10.1,0.511,0.566,1.0,0.2,101.84,99.5,82.92,99.0,0.541
1,0022300233,1610612758,Sacramento,Kings,SAC,kings,240:00,108.3,112.0,116.7,118.2,-8.4,-6.2,0.647,1.38,17.0,0.196,0.694,0.453,15.474,16.0,0.546,0.613,1.0,0.196,101.84,99.5,82.92,100.0,0.459
0,0022300234,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,122.5,123.4,105.7,107.4,16.7,16.0,0.649,1.71,18.5,0.317,0.722,0.547,14.78,14.9,0.567,0.632,1.0,0.197,95.6,94.5,78.75,94.0,0.61
1,0022300234,1610612741,Chicago,Bulls,CHI,bulls,240:00,105.7,107.4,122.5,123.4,-16.7,-16.0,0.647,1.83,17.0,0.278,0.683,0.453,12.438,12.6,0.483,0.534,1.0,0.195,95.6,94.5,78.75,95.0,0.39
0,0022300235,1610612759,San Antonio,Spurs,SAS,spurs,240:00,97.0,99.0,106.1,106.9,-9.0,-7.8,0.743,1.86,18.4,0.25,0.708,0.462,13.318,13.6,0.445,0.504,1.0,0.198,103.94,102.5,85.42,103.0,0.446
1,0022300235,1610612746,LA,Clippers,LAC,clippers,240:00,106.1,106.9,97.0,99.0,9.0,7.8,0.744,1.81,20.3,0.292,0.75,0.538,15.57,15.7,0.512,0.557,1.0,0.202,103.94,102.5,85.42,102.0,0.554
0,0022300236,1610612756,Phoenix,Suns,PHX,suns,240:00,119.6,123.0,106.7,113.9,12.8,9.1,0.647,1.47,16.2,0.271,0.642,0.465,14.58,15.0,0.52,0.622,1.0,0.198,105.32,100.5,83.75,100.0,0.558
1,0022300236,1610612744,Golden State,Warriors,GSW,warriors,240:00,106.7,113.9,119.6,123.0,-12.8,-9.1,0.674,1.81,19.6,0.358,0.729,0.535,14.848,15.8,0.533,0.56,1.0,0.195,105.32,100.5,83.75,101.0,0.442
0,0022300237,1610612757,Portland,Trail Blazers,POR,blazers,240:00,122.7,122.2,104.5,107.1,18.2,15.1,0.66,2.21,21.6,0.327,0.591,0.452,14.199,14.1,0.603,0.614,1.0,0.197,99.52,98.5,82.08,99.0,0.544
1,0022300237,1610612762,Utah,Jazz,UTA,jazz,240:00,104.5,107.1,122.7,122.2,-18.2,-15.1,0.676,1.04,17.9,0.409,0.673,0.548,23.895,24.5,0.532,0.58,1.0,0.196,99.52,98.5,82.08,98.0,0.456
0,0022300238,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,104.8,104.1,108.3,109.5,-3.5,-5.3,0.667,2.0,19.8,0.24,0.783,0.536,13.491,13.4,0.53,0.547,1.0,0.196,96.2,96.0,80.0,97.0,0.508
1,0022300238,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,108.3,109.5,104.8,104.1,3.5,5.3,0.553,5.25,16.4,0.217,0.76,0.464,4.165,4.2,0.479,0.505,1.0,0.202,96.2,96.0,80.0,95.0,0.492
0,0022300239,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,122.5,126.8,128.5,129.6,-6.1,-2.8,0.674,7.25,20.4,0.321,0.542,0.423,3.982,4.1,0.52,0.562,1.0,0.201,99.62,97.5,81.25,97.0,0.464
1,0022300239,1610612755,Philadelphia,76ers,PHI,sixers,240:00,128.5,129.6,122.5,126.8,6.1,2.8,0.789,2.31,20.6,0.458,0.679,0.577,13.158,13.3,0.542,0.618,1.0,0.2,99.62,97.5,81.25,98.0,0.536
0,0022300240,1610612751,Brooklyn,Nets,BKN,nets,240:00,120.3,117.9,99.3,101.0,21.0,16.9,0.692,2.08,21.1,0.2,0.667,0.462,13.96,13.7,0.59,0.635,1.0,0.198,95.42,95.5,79.58,95.0,0.605
1,0022300240,1610612748,Miami,Heat,MIA,heat,240:00,99.3,101.0,120.3,117.9,-21.0,-16.9,0.632,1.33,17.8,0.333,0.8,0.538,18.42,18.8,0.5,0.523,1.0,0.197,95.42,95.5,79.58,96.0,0.395
0,0022300241,1610612764,Washington,Wizards,WAS,wizards,240:00,102.6,104.9,131.0,132.0,-28.4,-27.2,0.767,1.65,22.6,0.244,0.642,0.459,18.997,19.4,0.545,0.579,1.0,0.198,104.54,103.0,85.83,103.0,0.429
1,0022300241,1610612737,Atlanta,Hawks,ATL,hawks,240:00,131.0,132.0,102.6,104.9,28.4,27.2,0.558,2.9,19.4,0.358,0.756,0.541,9.634,9.7,0.598,0.614,1.0,0.197,104.54,103.0,85.83,103.0,0.571
0,0022300242,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,106.4,107.5,111.8,114.2,-5.4,-6.7,0.698,2.14,20.7,0.2,0.733,0.453,12.949,13.1,0.522,0.569,1.0,0.2,108.18,106.5,88.75,107.0,0.467
1,0022300242,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,111.8,114.2,106.4,107.5,5.4,6.7,0.723,1.89,22.5,0.267,0.8,0.547,16.63,17.0,0.572,0.61,1.0,0.2,108.18,106.5,88.75,106.0,0.533
0,0022300243,1610612762,Utah,Jazz,UTA,jazz,240:00,100.5,105.0,99.1,100.0,1.4,5.0,0.605,0.96,16.3,0.367,0.737,0.566,22.971,24.0,0.523,0.556,1.0,0.196,102.7,100.0,83.33,100.0,0.507
1,0022300243,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,99.1,100.0,100.5,105.0,-1.4,-5.0,0.795,2.38,21.4,0.263,0.633,0.434,12.881,13.0,0.478,0.495,1.0,0.198,102.7,100.0,83.33,100.0,0.493
0,0022300244,1610612746,LA,Clippers,LAC,clippers,240:00,109.6,115.1,91.5,95.7,18.1,19.4,0.658,1.92,17.9,0.463,0.746,0.611,13.314,14.0,0.477,0.526,1.0,0.199,96.9,92.5,77.08,93.0,0.652
1,0022300244,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,91.5,95.7,109.6,115.1,-18.1,-19.4,0.5,1.89,13.8,0.254,0.537,0.389,9.359,9.8,0.423,0.453,1.0,0.2,96.9,92.5,77.08,92.0,0.348
0,0022300245,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,105.8,105.9,93.8,99.0,12.0,6.9,0.543,1.12,13.7,0.351,0.649,0.5,16.654,16.7,0.472,0.524,1.0,0.202,105.44,102.5,85.42,102.0,0.563
1,0022300245,1610612757,Portland,Trail Blazers,POR,blazers,240:00,93.8,99.0,105.8,105.9,-12.0,-6.9,0.568,1.05,14.9,0.351,0.649,0.5,18.382,19.4,0.478,0.511,1.0,0.195,105.44,102.5,85.42,103.0,0.437
0,0022300246,1610612738,Boston,Celtics,BOS,celtics,240:00,114.4,114.1,101.6,104.0,12.8,10.1,0.571,1.85,17.0,0.377,0.75,0.569,13.158,13.1,0.511,0.544,1.0,0.197,100.08,99.0,82.5,99.0,0.604
1,0022300246,1610612737,Atlanta,Hawks,ATL,hawks,240:00,101.6,104.0,114.4,114.1,-12.8,-10.1,0.417,0.94,11.8,0.25,0.623,0.431,15.785,16.2,0.517,0.534,1.0,0.196,100.08,99.0,82.5,99.0,0.396
0,0022300247,1610612752,New York,Knicks,NYK,knicks,240:00,120.1,124.2,121.8,127.5,-1.7,-3.3,0.462,2.57,14.4,0.385,0.51,0.447,7.44,7.7,0.523,0.565,1.0,0.198,94.66,91.0,75.83,91.0,0.477
1,0022300247,1610612756,Phoenix,Suns,PHX,suns,240:00,121.8,127.5,120.1,124.2,1.7,3.3,0.643,2.08,19.3,0.49,0.615,0.553,13.65,14.3,0.549,0.579,1.0,0.196,94.66,91.0,75.83,91.0,0.523
0,0022300248,1610612753,Orlando,Magic,ORL,magic,240:00,118.7,123.8,109.3,110.4,9.4,13.4,0.702,2.2,22.1,0.25,0.822,0.539,13.696,14.3,0.598,0.64,1.0,0.196,108.26,105.5,87.92,105.0,0.572
1,0022300248,1610612766,Charlotte,Hornets,CHA,hornets,240:00,109.3,110.4,118.7,123.8,-9.4,-13.4,0.614,1.5,19.4,0.178,0.75,0.461,16.822,17.0,0.608,0.622,1.0,0.198,108.26,105.5,87.92,106.0,0.428
0,0022300249,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,94.3,100.0,117.7,120.2,-23.4,-20.2,0.706,1.71,17.4,0.321,0.725,0.49,13.608,14.4,0.443,0.486,1.0,0.2,102.0,98.0,81.67,97.0,0.361
1,0022300249,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,117.7,120.2,94.3,100.0,23.4,20.2,0.698,1.88,21.9,0.275,0.679,0.51,15.823,16.2,0.623,0.653,1.0,0.194,102.0,98.0,81.67,99.0,0.639
0,0022300250,1610612751,Brooklyn,Nets,BKN,nets,240:00,127.4,128.3,116.4,118.5,11.1,9.8,0.707,2.64,22.4,0.227,0.689,0.461,11.879,12.0,0.645,0.658,1.0,0.195,93.14,92.0,76.67,92.0,0.553
1,0022300250,1610612741,Chicago,Bulls,CHI,bulls,240:00,116.4,118.5,127.4,128.3,-11.1,-9.8,0.525,1.91,16.8,0.311,0.773,0.539,11.742,12.0,0.554,0.588,1.0,0.201,93.14,92.0,76.67,92.0,0.447
0,0022300251,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,103.3,106.1,105.4,103.0,-2.1,3.0,0.644,2.07,20.3,0.308,0.696,0.509,13.774,14.1,0.515,0.527,1.0,0.199,99.2,99.0,82.5,99.0,0.526
1,0022300251,1610612761,Toronto,Raptors,TOR,raptors,240:00,105.4,103.0,103.3,106.1,2.1,-3.0,0.459,1.42,13.0,0.304,0.692,0.491,12.402,12.1,0.461,0.501,1.0,0.2,99.2,99.0,82.5,99.0,0.474
0,0022300252,1610612743,Denver,Nuggets,DEN,nuggets,240:00,121.1,125.7,109.6,114.3,11.5,11.4,0.76,1.9,24.1,0.349,0.731,0.558,18.349,19.0,0.629,0.66,1.0,0.195,109.22,105.0,87.5,105.0,0.553
1,0022300252,1610612759,San Antonio,Spurs,SAS,spurs,240:00,109.6,114.3,121.1,125.7,-11.5,-11.4,0.81,2.27,22.2,0.269,0.651,0.442,13.706,14.3,0.527,0.574,1.0,0.196,109.22,105.0,87.5,105.0,0.447
0,0022300253,1610612765,Detroit,Pistons,DET,pistons,240:00,97.8,99.1,113.2,117.8,-15.3,-18.7,0.674,1.71,18.5,0.339,0.804,0.537,15.545,15.7,0.461,0.485,1.0,0.196,110.34,107.5,89.58,108.0,0.398
1,0022300253,1610612764,Washington,Wizards,WAS,wizards,240:00,113.2,117.8,97.8,99.1,15.3,18.7,0.644,1.81,19.8,0.196,0.661,0.463,14.373,15.0,0.562,0.622,1.0,0.194,110.34,107.5,89.58,107.0,0.602
0,0022300254,1610612754,Indiana,Pacers,IND,pacers,240:00,101.3,105.8,107.9,108.6,-6.6,-2.8,0.619,1.3,18.0,0.286,0.723,0.5,18.423,19.2,0.523,0.558,1.0,0.197,107.1,104.5,87.08,104.0,0.507
1,0022300254,1610612757,Portland,Trail Blazers,POR,blazers,240:00,107.9,108.6,101.3,105.8,6.6,2.8,0.5,1.25,14.9,0.277,0.714,0.5,15.146,15.2,0.524,0.578,1.0,0.202,107.1,104.5,87.08,105.0,0.493
0,0022300255,1610612755,Philadelphia,76ers,PHI,sixers,240:00,143.1,142.3,94.3,97.9,48.8,44.4,0.702,4.71,22.8,0.354,0.783,0.564,7.258,7.2,0.624,0.661,1.0,0.197,98.08,96.5,80.42,97.0,0.687
1,0022300255,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,94.3,97.9,143.1,142.3,-48.8,-44.4,0.59,1.35,17.9,0.217,0.646,0.436,17.048,17.7,0.512,0.53,1.0,0.199,98.08,96.5,80.42,96.0,0.313
0,0022300256,1610612762,Utah,Jazz,UTA,jazz,240:00,112.5,118.8,116.7,119.1,-4.2,-0.4,0.838,3.1,21.9,0.278,0.735,0.495,9.87,10.4,0.517,0.568,1.0,0.196,98.66,95.0,79.17,96.0,0.501
1,0022300256,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,116.7,119.1,112.5,118.8,4.2,0.4,0.614,3.38,20.1,0.265,0.722,0.505,8.333,8.5,0.54,0.566,1.0,0.2,98.66,95.0,79.17,94.0,0.499
0,0022300257,1610612746,LA,Clippers,LAC,clippers,240:00,107.3,106.1,116.1,115.3,-8.9,-9.2,0.514,1.38,13.7,0.321,0.643,0.486,13.408,13.3,0.447,0.52,1.0,0.2,97.14,98.0,81.67,98.0,0.447
1,0022300257,1610612743,Denver,Nuggets,DEN,nuggets,240:00,116.1,115.3,107.3,106.1,8.9,9.2,0.636,2.55,19.5,0.357,0.679,0.514,11.303,11.2,0.533,0.542,1.0,0.201,97.14,98.0,81.67,98.0,0.553
0,0022300258,1610612765,Detroit,Pistons,DET,pistons,240:00,99.9,100.9,122.3,125.5,-22.5,-24.5,0.7,2.0,19.3,0.207,0.717,0.433,13.065,13.2,0.49,0.519,1.0,0.198,107.94,106.0,88.33,106.0,0.341
1,0022300258,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,122.3,125.5,99.9,100.9,22.5,24.5,0.622,2.33,19.3,0.283,0.793,0.567,11.038,11.3,0.58,0.635,1.0,0.2,107.94,106.0,88.33,106.0,0.659
0,0022300259,1610612753,Orlando,Magic,ORL,magic,240:00,132.9,133.7,113.9,117.6,19.1,16.0,0.667,1.79,23.0,0.353,0.78,0.607,18.171,18.3,0.708,0.735,1.0,0.195,104.98,103.0,85.83,104.0,0.576
1,0022300259,1610612764,Washington,Wizards,WAS,wizards,240:00,113.9,117.6,132.9,133.7,-19.1,-16.0,0.683,2.8,19.9,0.22,0.647,0.393,9.488,9.8,0.534,0.586,1.0,0.199,104.98,103.0,85.83,102.0,0.424
0,0022300260,1610612761,Toronto,Raptors,TOR,raptors,240:00,115.2,115.5,102.8,109.4,12.4,6.1,0.595,2.5,18.2,0.302,0.649,0.482,10.284,10.3,0.505,0.548,1.0,0.194,99.68,96.5,80.42,97.0,0.519
1,0022300260,1610612756,Phoenix,Suns,PHX,suns,240:00,102.8,109.4,115.2,115.5,-12.4,-6.1,0.658,2.5,18.0,0.351,0.698,0.518,9.792,10.4,0.441,0.504,1.0,0.2,99.68,96.5,80.42,96.0,0.481
0,0022300261,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,109.9,110.5,89.8,96.8,20.1,13.7,0.605,1.53,19.5,0.356,0.672,0.534,17.797,17.9,0.569,0.58,1.0,0.197,98.4,94.5,78.75,95.0,0.619
1,0022300261,1610612762,Utah,Jazz,UTA,jazz,240:00,89.8,96.8,109.9,110.5,-20.1,-13.7,0.765,1.44,18.7,0.328,0.644,0.466,17.773,19.1,0.467,0.478,1.0,0.196,98.4,94.5,78.75,94.0,0.381
0,0022300262,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,122.8,122.8,111.9,116.3,11.0,6.4,0.786,1.57,22.5,0.385,0.732,0.563,20.8,20.8,0.603,0.667,1.0,0.193,101.44,99.5,82.92,101.0,0.568
1,0022300262,1610612755,Philadelphia,76ers,PHI,sixers,240:00,111.9,116.3,122.8,122.8,-11.0,-6.4,0.667,1.33,20.3,0.268,0.615,0.438,20.604,21.4,0.605,0.641,1.0,0.197,101.44,99.5,82.92,98.0,0.432
0,0022300263,1610612743,Denver,Nuggets,DEN,nuggets,240:00,137.5,147.3,130.0,136.3,7.5,11.0,0.771,9.25,25.1,0.44,0.674,0.548,4.105,4.4,0.605,0.629,1.0,0.199,96.4,91.0,75.83,91.0,0.54
1,0022300263,1610612745,Houston,Rockets,HOU,rockets,240:00,130.0,136.3,137.5,147.3,-7.5,-11.0,0.574,3.0,20.7,0.326,0.56,0.452,9.438,9.9,0.64,0.657,1.0,0.197,96.4,91.0,75.83,91.0,0.46
